CS_ID	Keyword_ID	Intent_1	Authority
CS_21934	causes of arm pain	Direct Answer	Expert
CS_21935	mylanta liquid side effects	Direct Answer	Expert
CS_21936	melanoma cancer facts	Direct Answer	Expert
CS_21937	how does diabetes start	Direct Answer	Expert
CS_21938	can cinnamon lower blood sugar	Generic	Expert
CS_21939	st mary's hospital duluth mn	Generic	General
CS_21940	how to cure yeast infections	Guide	Expert
CS_21941	thalamic stroke recovery	Generic	Expert
CS_21942	what to take for muscle pain	Generic	Expert
CS_21943	sore gums causes	Direct Answer	Expert
CS_21944	psa test results	Generic	Expert
CS_21945	posterior spinal fusion	Generic	Expert
CS_21946	red wasp	Generic	Expert
CS_21947	how much is a allergy test	Transactional	Expert
CS_21948	cinnamon chromium diabetes	Generic	Expert
CS_21949	the cause of lupus	Direct Answer	Expert
CS_21950	back pain and heart attack	Direct Answer	Expert
CS_21951	how long does mrsa last	Direct Answer	Expert
CS_21952	family leave of absence	Generic	General
CS_21953	how to cure pitting edema	Guide	Expert
CS_21954	lupus and symptoms	Direct Answer	Expert
CS_21955	what is a cavernoma	Generic	Expert
CS_21956	bunion surgery	Generic	Expert
CS_21957	sacrum pain	Generic	Expert
CS_21958	what is bowel syndrome	Generic	Expert
CS_21959	hormone replacement	Generic	Expert
CS_21960	disease of pituitary gland	Generic	Expert
CS_21961	bell palsy pictures	Resource	General
CS_21962	nerve neuropathy symptoms	Direct Answer	Expert
CS_21963	form release	Resource	General
CS_21964	scabies or rash	Generic	Expert
CS_21965	meals for ulcerative colitis	Generic	Expert
CS_21966	causes for back pain	Direct Answer	Expert
CS_21967	tongue irritation remedy	Guide	Expert
CS_21968	warthin tumor removal	Direct Answer	Expert
CS_21969	purpose of lymph nodes	Direct Answer	Expert
CS_21970	what is rheumatoid	Generic	Expert
CS_21971	how do you get tb	Direct Answer	Expert
CS_21972	natural blood pressure lower	Direct Answer	Expert
CS_21973	bipolar facts	Generic	Expert
CS_21974	proton pump inhibitors	Generic	Expert
CS_21975	heart damage	Generic	Expert
CS_21976	cold sores pictures on lips	Resource	Expert
CS_21977	glaucoma normal pressure	Direct Answer	Expert
CS_21978	laparoscopic appendectomy	Generic	Expert
CS_21979	what is achilles tendinitis	Generic	Expert
CS_21980	is krill oil a blood thinner	Direct Answer	Expert
CS_21981	spinal stenosis and arthritis	Generic	Expert
CS_21982	neck and back pain causes	Direct Answer	Expert
CS_21983	hard lump in stomach	Generic	Expert
CS_21984	skin rash on head	Generic	Expert
CS_21985	tmj disorder	Generic	Expert
CS_21986	elevated calcium	Generic	Expert
CS_21987	probiotic vsl 3 side effects	Direct Answer	Expert
CS_21988	sciatica institute	Navigational	General
CS_21989	birmingham hip resurfacing	Direct Answer	Expert
CS_21990	what to do for edema	Guide	Expert
CS_21991	ivf success rates	Direct Answer	Expert
CS_21992	how to prevent osteoporosis	Generic	Expert
CS_21993	all about head lice	Generic	General
CS_21994	orthopedic diagnosis codes	Generic	Expert
CS_21995	inner ear infections	Direct Answer	Expert
CS_21996	horse colic remedy	Generic	Expert
CS_21997	medical bill template	Resource	Expert
CS_21998	leukemia facts for kids	Generic	General
CS_21999	brain cyst symptoms	Direct Answer	Expert
CS_22000	naturally unclog arteries	Generic	Expert
CS_22001	lumps in jaw	Generic	Expert
CS_22002	reasons for persistent cough	Direct Answer	Expert
CS_22003	blood test pancreatic cancer	Generic	Expert
CS_22004	cat scratch fever pictures	Resource	General
CS_22005	normal cardiac troponin levels	Generic	Expert
CS_22006	lower eyelid bumps	Generic	Expert
CS_22007	female excessive sweating	Generic	Expert
CS_22008	pepcid dosage directions	Generic	Expert
CS_22009	medical cleaning	Generic	Expert
CS_22010	diabetic dementia symptoms	Direct Answer	Expert
CS_22011	mrsa eye infection	Generic	Expert
CS_22012	what is the mitral valve	Generic	Expert
CS_22013	bug bite itch remedies	Guide	Expert
CS_22014	hepatitis c vaccine cost	Transactional	General
CS_22015	cure for swimmers ear	Generic	Expert
CS_22016	heart ablation surgery risks	Direct Answer	Expert
CS_22017	knee pain specialist	Direct Answer	Expert
CS_22018	bartholin cyst removal	Direct Answer	Expert
CS_22019	red spots on feet and ankles	Generic	Expert
CS_22020	food addiction treatment	Direct Answer	Expert
CS_22021	how to help a pinched nerve	Guide	Expert
CS_22022	immaculate degeneration	Generic	Expert
CS_22023	what is a mucous cyst	Generic	Expert
CS_22024	nerve damage in arm	Generic	Expert
CS_22025	my chart online	Resource	Expert
CS_22026	acute hepatitis panel	Generic	Expert
CS_22027	acl repair recovery time	Direct Answer	Expert
CS_22028	pulmonary physicians	Generic	Expert
CS_22029	red wasp sting swelling	Generic	Expert
CS_22030	inositol benefits	Direct Answer	Expert
CS_22031	german measles rash photos	Resource	General
CS_22032	what is proteinuria	Generic	Expert
CS_22033	what is mouth disease	Generic	General
CS_22034	red ginseng extract benefits	Direct Answer	Expert
CS_22035	astrocytoma prognosis	Direct Answer	Expert
CS_22036	eye pressure treatment	Guide	Expert
CS_22037	chronic cough	Generic	Expert
CS_22038	death from multiple sclerosis	Direct Answer	Expert
CS_22039	male thyroid problems	Direct Answer	Expert
CS_22040	health articles on stress	Generic	General
CS_22041	why do teenagers drink	Direct Answer	Expert
CS_22042	what is hernia mesh made of	Generic	Expert
CS_22043	foot pain causes	Direct Answer	Expert
CS_22044	sinus symptoms	Direct Answer	Expert
CS_22045	pain from sciatic nerve	Direct Answer	Expert
CS_22046	shots required for travel	Generic	General
CS_22047	what causes an annular tear	Direct Answer	Expert
CS_22048	dealing with dementia	Generic	Expert
CS_22049	dental cartoons	Generic	General
CS_22050	what are the signs of sciatica	Direct Answer	Expert
CS_22051	nerve pain in thumb	Generic	Expert
CS_22052	symptoms after cataract surgery	Direct Answer	Expert
CS_22053	enlarged thyroid and nodules	Generic	Expert
CS_22054	nose bleed with blood clots	Generic	Expert
CS_22055	indian home remedies	Direct Answer	Expert
CS_22056	nsf approved	Generic	General
CS_22057	where are your kidneys	Direct Answer	Expert
CS_22058	where is aortic valve	Generic	Expert
CS_22059	foot pain in the arch	Generic	Expert
CS_22060	black menstrual bleeding	Generic	Expert
CS_22061	hyperinflated lungs treatment	Guide	Expert
CS_22062	osteoporosis spine exercises	Generic	Expert
CS_22063	right side of tongue swollen	Generic	Expert
CS_22064	causes for loss of smell	Direct Answer	Expert
CS_22065	make your own first aid kit	Guide	Expert
CS_22066	what is a small stroke	Generic	Expert
CS_22067	urinary stents	Generic	Expert
CS_22068	varicose vein ulcer	Direct Answer	Expert
CS_22069	brain cancer stages	Direct Answer	Expert
CS_22070	what to do if you have gout	Guide	Expert
CS_22071	causes of itchy skin at night	Direct Answer	Expert
CS_22072	foods containing taurine	Generic	Expert
CS_22073	male cancer symptoms	Direct Answer	Expert
CS_22074	post prostatectomy	Generic	Expert
CS_22075	type a personality	Generic	General
CS_22076	biopsy infection	Generic	Expert
CS_22077	best foods for psoriasis	Generic	Expert
CS_22078	pneumonia shot pain	Generic	Expert
CS_22079	disease shingles symptoms	Direct Answer	Expert
CS_22080	lipoma tumor	Generic	Expert
CS_22081	ems scenarios	Direct Answer	Expert
CS_22082	eating ice excessively	Generic	Expert
CS_22083	hot water burns	Generic	Expert
CS_22084	surgery of fissure	Generic	Expert
CS_22085	labcorp test prices	Navigational	Expert
CS_22086	smoking cessation	Generic	Expert
CS_22087	what is esperanto	Generic	Expert
CS_22088	allergy to mold spores symptoms	Direct Answer	Expert
CS_22089	menopause levels	Generic	Expert
CS_22090	ibuprofen 600mg dosage	Generic	Expert
CS_22091	itchy rash around my neck	Generic	Expert
CS_22092	lung cancer for kids	Direct Answer	Expert
CS_22093	heart attack signs women	Direct Answer	Expert
CS_22094	down time for hernia surgery	Direct Answer	Expert
CS_22095	sudden adult death syndrome	Generic	Expert
CS_22096	what causes vertigo in women	Direct Answer	Expert
CS_22097	doctors in bakersfield ca	Generic	General
CS_22098	ultrasound procedures	Guide	Expert
CS_22099	what is liver enzymes ggt	Generic	Expert
CS_22100	getting rid of poison sumac	Guide	General
CS_22101	what is anisocytosis	Generic	Expert
CS_22102	hypertrophic actinic keratosis	Generic	Expert
CS_22103	cirrhosis liver disease	Generic	Expert
CS_22104	deer tick rash pictures	Resource	Expert
CS_22105	body scan	Generic	Expert
CS_22106	stomach migraines in children	Generic	Expert
CS_22107	where to buy lemongrass oil	Transactional	General
CS_22108	foods that lower diabetes	Generic	Expert
CS_22109	dui alcohol evaluation	Generic	Expert
CS_22110	symptoms of skin cancer	Direct Answer	Expert
CS_22111	ankle swelling	Generic	Expert
CS_22112	foods for pneumonia	Direct Answer	Expert
CS_22113	psa levels in men	Direct Answer	Expert
CS_22114	causes of severe cramping	Direct Answer	Expert
CS_22115	fractured nose treatment	Guide	Expert
CS_22116	what causes hemangiomas	Direct Answer	Expert
CS_22117	bulging disc exercises	Generic	Expert
CS_22118	red swollen toes	Generic	Expert
CS_22119	uti symptoms	Direct Answer	Expert
CS_22120	muscle spasms symptom	Direct Answer	Expert
CS_22121	onion smell body odor	Generic	Expert
CS_22122	fetal hydrops definition	Generic	Expert
CS_22123	relieve leg cramps	Guide	Expert
CS_22124	what is amblyopia in children	Generic	Expert
CS_22125	what helps asthma cough	Guide	Expert
CS_22126	heart attacks in women over 50	Generic	Expert
CS_22127	physicians registry	Generic	Expert
CS_22128	foot care for seniors	Guide	Expert
CS_22129	cpt fee schedule 2014	Direct Answer	General
CS_22130	pain down back of both legs	Generic	Expert
CS_22131	venous angioma symptoms	Direct Answer	Expert
CS_22132	how do i treat lice	Guide	Expert
CS_22133	benefits of elderberry juice	Direct Answer	Expert
CS_22134	signs of whiplash	Direct Answer	Expert
CS_22135	low eye pressure	Generic	Expert
CS_22136	where can i buy tongkat ali	Generic	Expert
CS_22137	coffee enema recipe	Direct Answer	Expert
CS_22138	oxyneo side effects	Direct Answer	Expert
CS_22139	dr singh pain management	Generic	General
CS_22140	passing gas	Generic	Expert
CS_22141	menopause doctors	Generic	General
CS_22142	patellofemoral pain syndrome	Generic	Expert
CS_22143	dental crown problems	Direct Answer	Expert
CS_22144	protein in urine cause	Direct Answer	Expert
CS_22145	chia seeds dosage	Direct Answer	Expert
CS_22146	photo of mouth cancer	Resource	Expert
CS_22147	drx 9000	Direct Answer	Expert
CS_22148	what is mcv	Generic	Expert
CS_22149	when is a will read	Generic	Expert
CS_22150	hematuria symptoms	Direct Answer	Expert
CS_22151	alzheimer symptoms	Direct Answer	Expert
CS_22152	herpes symptoms for men	Direct Answer	Expert
CS_22153	why people have bad breath	Generic	Expert
CS_22154	plywood types	Direct Answer	General
CS_22155	what is a empyema	Generic	Expert
CS_22156	sulfa side effects allergies	Direct Answer	Expert
CS_22157	coughing up thick mucus	Generic	Expert
CS_22158	benefits of probiotics	Direct Answer	Expert
CS_22159	shooting pain in ear and head	Generic	Expert
CS_22160	preventing multiple sclerosis	Generic	Expert
CS_22161	panic heart attack symptoms	Direct Answer	Expert
CS_22162	foot itching	Generic	Expert
CS_22163	spine pain	Direct Answer	Expert
CS_22164	causes irregular periods	Direct Answer	Expert
CS_22165	cold sore on nose photos	Resource	General
CS_22166	learning to type fast	Direct Answer	General
CS_22167	what can radiation cause	Direct Answer	Expert
CS_22168	what is downs syndrome	Generic	Expert
CS_22169	kinds of neuropathy	Generic	Expert
CS_22170	autoimmune diseases	Generic	Expert
CS_22171	ewing sarcoma statistics	Generic	Expert
CS_22172	reasons for blurred vision	Direct Answer	Expert
CS_22173	mollusum contagiosum	Direct Answer	Expert
CS_22174	ex lax dosage	Generic	Expert
CS_22175	leg infection	Generic	Expert
CS_22176	elevated ferritin levels	Direct Answer	Expert
CS_22177	list of sleeping medications	Direct Answer	Expert
CS_22178	benefits of reflexology	Direct Answer	Expert
CS_22179	recovery from heart stent	Generic	Expert
CS_22180	nitrates in urine mean	Direct Answer	General
CS_22181	cause of facial swelling	Direct Answer	Expert
CS_22182	excessive phlegm causes	Direct Answer	Expert
CS_22183	thrombosed hemorrhoids	Generic	Expert
CS_22184	what are omega 3 good for	Direct Answer	Expert
CS_22185	histiocytosis in children	Generic	Expert
CS_22186	signs of ptsd in women	Direct Answer	Expert
CS_22187	tumor on the kidney	Generic	Expert
CS_22188	untreated lyme disease symptoms	Direct Answer	Expert
CS_22189	herbs to dissolve gallstones	Direct Answer	Expert
CS_22190	complications of colonoscopy	Direct Answer	Expert
CS_22191	mohs surgery on nose	Generic	Expert
CS_22192	gastric wall thickening	Generic	Expert
CS_22193	garlic for diabetes	Generic	Expert
CS_22194	wd 40 arthritis	Generic	Expert
CS_22195	dry mouth causes of	Direct Answer	Expert
CS_22196	placenta accreta pictures	Resource	Expert
CS_22197	fatty liver foods to eat	Direct Answer	Expert
CS_22198	malignant carcinoma	Generic	Expert
CS_22199	is liver cancer painful	Generic	Expert
CS_22200	icd 9 cm procedure codes	Direct Answer	Expert
CS_22201	tear in shoulder	Direct Answer	Expert
CS_22202	osteoarthritis and fatigue	Generic	Expert
CS_22203	benefits of mineral oil	Direct Answer	Expert
CS_22204	autism pediatrician	Generic	Expert
CS_22205	forskohlii weight loss	Generic	Expert
CS_22206	where are the ovaries	Direct Answer	General
CS_22207	treatment of cracked ribs	Guide	Expert
CS_22208	causes of being light headed	Direct Answer	Expert
CS_22209	gynaecology exam	Generic	Expert
CS_22210	what is a cone biopsy	Generic	Expert
CS_22211	incubation period for mrsa	Direct Answer	Expert
CS_22212	pityriasis versicolor treatment	Direct Answer	Expert
CS_22213	sciatic nerve in back	Generic	Expert
CS_22214	sgot and sgpt high level	Direct Answer	Expert
CS_22215	foreign aid statistics	Generic	General
CS_22216	facts about ptsd	Generic	Expert
CS_22217	biting inside of mouth	Generic	Expert
CS_22218	narco for pain	Generic	Expert
CS_22219	explain diabetes	Generic	Expert
CS_22220	stress hives treatment	Direct Answer	Expert
CS_22221	kidney treatment natural	Direct Answer	Expert
CS_22222	types of stomach ulcers	Direct Answer	Expert
CS_22223	major signs of autism	Direct Answer	Expert
CS_22224	labcorp test menu prices	Transactional	General
CS_22225	indigestion symptoms	Direct Answer	Expert
CS_22226	stomach hernia causes	Direct Answer	Expert
CS_22227	hot spots on skin human	Generic	Expert
CS_22228	hearing aid parts	Direct Answer	General
CS_22229	non aspirin excedrin	Direct Answer	Expert
CS_22230	stroke facts	Generic	Expert
CS_22231	night eating syndrome	Generic	Expert
CS_22232	average cost of eyelid surgery	Transactional	Expert
CS_22233	what causes acid indigestion	Direct Answer	Expert
CS_22234	burning feeling in toes	Generic	Expert
CS_22235	facial capillaries treatment	Guide	Expert
CS_22236	medical malpractice forms	Resource	General
CS_22237	what is a leukemia	Generic	Expert
CS_22238	call detail	Generic	General
CS_22239	cause of swollen knees	Direct Answer	Expert
CS_22240	amyloidosis symptoms	Direct Answer	Expert
CS_22241	severe indigestion	Generic	Expert
CS_22242	main causes of migraines	Direct Answer	Expert
CS_22243	pictures of skin fungus types	Resource	General
CS_22244	pictures of stroke victims	Resource	General
CS_22245	iv iron infusion procedure	Guide	Expert
CS_22246	high blood pressure test	Generic	Expert
CS_22247	hardened arteries treatment	Guide	Expert
CS_22248	can lupus be cured	Direct Answer	Expert
CS_22249	free online ask a nurse	Direct Answer	General
CS_22250	post op cataract care	Generic	Expert
CS_22251	stinging nettle rash pictures	Resource	General
CS_22252	intestinal ulcer symptoms	Direct Answer	Expert
CS_22253	vinegar to cure nail fungus	Direct Answer	Expert
CS_22254	arthritis in my fingers	Generic	Expert
CS_22255	thyroid storm symptoms	Direct Answer	Expert
CS_22256	folic acid benefits for women	Direct Answer	Expert
CS_22257	dental partial cost	Transactional	Expert
CS_22258	miracle mineral solution	Direct Answer	Expert
CS_22259	what is wagner syndrome	Generic	Expert
CS_22260	ventricular hypertrophy	Generic	Expert
CS_22261	lip swelling allergy	Generic	Expert
CS_22262	ethics in technology	Direct Answer	Expert
CS_22263	lumbar discectomy recovery	Direct Answer	Expert
CS_22264	how to get rid of vhs tapes	Guide	General
