CS_ID		Keyword	Intent_1	Authority
CS_38848		ibuprofen 600 mg dosage	Generic	Expert
CS_38849		gall bladder diet list	Direct Answer	Expert
CS_38850		peppermint oil for headaches	Generic	Expert
CS_38851		torn acl recovery time	Direct Answer	Expert
CS_38852		mild mental disability	Generic	Expert
CS_38853		medical billing codes free	Generic	Expert
CS_38854		scabies itching after treatment	Guide	Expert
CS_38855		discount medical card	Generic	General
CS_38856		color blind corrective lenses	Generic	Expert
CS_38857		how to stop afib attack	Guide	Expert
CS_38858		lower back pain sacroiliac	Generic	Expert
CS_38859		sjogren s syndrome rash	Generic	Expert
CS_38860		what is diffuse disc bulge	Generic	Expert
CS_38861		levels of triglycerides	Generic	Expert
CS_38862		tendinitis in the hand	Generic	Expert
CS_38863		astigmatism treatment	Guide	Expert
CS_38864		symptoms of ocular stroke	Direct Answer	Expert
CS_38865		causes atrial flutter	Direct Answer	Expert
CS_38866		remedies for infections	Guide	Expert
CS_38867		american healthcare	Navigational	General
CS_38868		intertrigo treatment	Guide	Expert
CS_38869		hypertrophic facet arthropathy	Generic	Expert
CS_38870		cpt codes 2013 list	Direct Answer	General
CS_38871		rapid afib treatment	Direct Answer	Expert
CS_38872		neuropathy in my feet	Generic	Expert
CS_38873		best stretch mark treatment	Guide	Expert
CS_38874		venous angioma	Generic	Expert
CS_38875		causes of mania	Direct Answer	Expert
CS_38876		formaldehyde exposure symptoms	Direct Answer	Expert
CS_38877		best deet mosquito repellent	Direct Answer	Expert
CS_38878		free cookbook for diabetics	Resource	General
CS_38879		mild liver disease	Generic	Expert
CS_38880		prescription nasal sprays	Generic	Expert
CS_38881		why do termites swarm	Direct Answer	General
CS_38882		leg blood clot treatment	Guide	Expert
CS_38883		feline pancreatitis prognosis	Direct Answer	Expert
CS_38884		find an advocate	Direct Answer	General
CS_38885		bremelanotide pt 141	Generic	Expert
CS_38886		alternative knee replacement	Generic	Expert
CS_38887		ringworm symptom	Direct Answer	Expert
CS_38888		effects of pesticides	Direct Answer	Expert
CS_38889		left arm ache and numbness	Generic	Expert
CS_38890		what to do with back pain	Direct Answer	Expert
CS_38891		hospitals in jackson ms	Generic	Expert
CS_38892		cure for rsd	Direct Answer	Expert
CS_38893		psa of 5	Generic	Expert
CS_38894		oral chelation side effects	Direct Answer	Expert
CS_38895		about blood sugar levels	Generic	Expert
CS_38896		hibiscus health benefits	Generic	Expert
CS_38897		cure for migraine	Generic	Expert
CS_38898		llc questions	Direct Answer	Expert
CS_38899		what is echocardiogram	Generic	Expert
CS_38900		two person poems	Generic	General
CS_38901		parkinsonism syndrome	Generic	Expert
CS_38902		lactobacillus floranex	Generic	Expert
CS_38903		adverse reactions to msg	Generic	Expert
CS_38904		shoulder scope surgery	Generic	Expert
CS_38905		what is pts	Generic	Expert
CS_38906		cure gingivitis fast	Generic	Expert
CS_38907		can kissing cause aids	Direct Answer	Expert
CS_38908		dry cough lung cancer	Generic	Expert
CS_38909		natural cures for stds	Direct Answer	Expert
CS_38910		periorbital dermatitis pictures	Resource	General
CS_38911		bleeding from the bladder	Generic	Expert
CS_38912		what cause swollen legs	Direct Answer	Expert
CS_38913		sty in the eye	Generic	Expert
CS_38914		hypertension specialist	Generic	Expert
CS_38915		benefits of yacon	Direct Answer	Expert
CS_38916		endometrium thickening	Generic	Expert
CS_38917		gout friendly foods list	Resource	General
CS_38918		splinter under fingernail	Generic	Expert
CS_38919		symptoms of a hoarder	Direct Answer	Expert
CS_38920		heart disease testing	Generic	Expert
CS_38921		triglycerides and diabetes	Generic	Expert
CS_38922		chilblains toes treatment	Direct Answer	Expert
CS_38923		cyberknife radiation treatment	Guide	Expert
CS_38924		what is e coli poisoning	Generic	Expert
CS_38925		dentist evaluations	Direct Answer	Expert
CS_38926		eye lid problems	Generic	Expert
CS_38927		post anesthesia symptoms	Direct Answer	Expert
CS_38928		symptoms of shaking	Direct Answer	Expert
CS_38929		mammogram guidelines	Guide	Expert
CS_38930		incidence rate formula	Generic	General
CS_38931		red rash on tongue	Generic	Expert
CS_38932		what does hepatitis b do	Direct Answer	Expert
CS_38933		what is vision therapy	Generic	Expert
CS_38934		vertebrae replacement	Generic	Expert
CS_38935		pain behind my knee cap	Generic	Expert
CS_38936		tumor markers ca 125	Generic	Expert
CS_38937		what is national poverty level	Generic	Expert
CS_38938		restless limb syndrome	Generic	Expert
CS_38939		torn cartilage	Generic	Expert
CS_38940		heartburn and throwing up	Generic	Expert
CS_38941		holistic cure for tinnitus	Resource	Expert
CS_38942		all types of pollution	Generic	General
CS_38943		health benefit of moringa	Direct Answer	General
CS_38944		diabetes and toes	Generic	Expert
CS_38945		herbs for kidney disease	Direct Answer	Expert
CS_38946		patient first std testing	Generic	Expert
CS_38947		adult leukemia prognosis	Direct Answer	Expert
CS_38948		nose and sinus problems	Direct Answer	Expert
CS_38949		va eyeglasses	Generic	General
CS_38950		tiny biting bugs	Generic	Expert
CS_38951		causes of stress fractures	Direct Answer	Expert
CS_38952		prostate cancer gleason 6	Direct Answer	Expert
CS_38953		black eyes from head injury	Generic	Expert
CS_38954		free patient forms	Resource	General
CS_38955		diverticula of the colon	Direct Answer	Expert
CS_38956		plantar nerve lesion	Generic	Expert
CS_38957		diagnostic tests for copd	Direct Answer	Expert
CS_38958		what is internet bandwidth	Generic	General
CS_38959		bursa of the hip	Generic	Expert
CS_38960		symptoms depression and anxiety	Direct Answer	Expert
CS_38961		how to cure colitis	Guide	Expert
CS_38962		full body cancer screening	Generic	Expert
CS_38963		cushing's syndrome diet	Direct Answer	Expert
CS_38964		patient satisfaction questions	Generic	Expert
CS_38965		how does brain cancer start	Direct Answer	Expert
CS_38966		magnesium tablets benefits	Generic	Expert
CS_38967		mri test	Generic	Expert
CS_38968		muscle spasms in arm	Generic	Expert
CS_38969		text emoji	Generic	General
CS_38970		disc removal surgery	Generic	Expert
CS_38971		stage 4 sarcoidosis	Generic	Expert
CS_38972		back surgery lawsuit	Generic	Expert
CS_38973		sciatic nerve in left leg	Generic	Expert
CS_38974		hemiplegic migraine causes	Direct Answer	Expert
CS_38975		sarcoma spread to lungs	Generic	Expert
CS_38976		medical appointments	Generic	General
CS_38977		malaria statistics	Generic	Expert
CS_38978		trapped nerve in lower back	Generic	Expert
CS_38979		harmful effects of fluoride	Generic	Expert
CS_38980		big red welts on skin	Generic	Expert
CS_38981		images of ingrown toenails	Resource	General
CS_38982		dry socket pain relief	Direct Answer	Expert
CS_38983		nostril cancer symptoms	Direct Answer	Expert
CS_38984		dyshidrotic eczema causes	Direct Answer	Expert
CS_38985		the best pain reliever	Generic	Opinion
CS_38986		lower back pain groin pain	Generic	Expert
CS_38987		visual field test machine	Generic	Expert
CS_38988		fexofenadine hydrochloride	Generic	Expert
CS_38989		best thing for muscle cramps	Generic	Expert
CS_38990		brain gym for kids	Generic	Expert
CS_38991		pain below knee cap	Generic	Expert
CS_38992		what causes bumps on face	Direct Answer	Expert
CS_38993		what is naacp	Generic	Expert
CS_38994		mastic gum h pylori	Generic	Expert
CS_38995		hemoglobin a1c fasting	Direct Answer	Expert
CS_38996		signs of hearing loss	Direct Answer	Expert
CS_38997		back pain in women	Generic	Expert
CS_38998		how to manage diabetes	Guide	Expert
CS_38999		disease of pancreas	Generic	Expert
CS_39000		what to with wasp stings	Guide	General
CS_39001		essential tremor hand	Generic	Expert
CS_39002		what is menieres	Generic	Expert
CS_39003		test yourself for diabetes	Generic	Expert
CS_39004		heart disease cure	Direct Answer	Expert
CS_39005		white petrolatum	Generic	General
CS_39006		l theanine for sleep	Generic	Expert
CS_39007		herbs for endometriosis	Direct Answer	Expert
CS_39008		droopy eyelid	Generic	Expert
CS_39009		infected tonsils in adults	Generic	Expert
CS_39010		metastatic melanoma pictures	Resource	Expert
CS_39011		nti night guard	Generic	Expert
CS_39012		antibiotics for kids	Generic	Expert
CS_39013		bone marrow failure	Generic	Expert
CS_39014		cancer blood tests	Generic	Expert
CS_39015		implant retained dentures	Generic	Expert
CS_39016		goodpasture syndrome	Direct Answer	Expert
CS_39017		american cancer foundation	Navigational	Expert
CS_39018		nursing profession defined	Generic	General
CS_39019		l2 vertebral fracture	Generic	Expert
CS_39020		sclerosis liver symptoms	Direct Answer	Expert
CS_39021		blague humour	Generic	Expert
CS_39022		best hysterectomy surgeon	Direct Answer	Opinion
CS_39023		leukocytosis treatment	Guide	Expert
CS_39024		autism disease	Generic	Expert
CS_39025		symptoms leg blood clot	Direct Answer	Expert
CS_39026		transverse myelitis	Generic	Expert
CS_39027		colon surgery diet	Direct Answer	Expert
CS_39028		cure for copd	Direct Answer	Expert
CS_39029		hands feet and mouth disease	Generic	Expert
CS_39030		orthopedic information	Generic	Expert
CS_39031		causes sepsis	Direct Answer	Expert
CS_39032		low protein levels	Generic	Expert
CS_39033		prurigo nodularis picture	Resource	General
CS_39034		burning feeling skin	Generic	Expert
CS_39035		symptoms of dilated pupils	Direct Answer	Expert
CS_39036		epidural side affects	Direct Answer	Expert
CS_39037		psa levels explained	Generic	Expert
CS_39038		stages of copd disease	Direct Answer	Expert
CS_39039		myomectomy cpt code	Direct Answer	General
CS_39040		benign kidney tumor symptoms	Direct Answer	Expert
CS_39041		chronic epstein barr virus	Generic	Expert
CS_39042		long term effects of aids	Direct Answer	Expert
CS_39043		where to buy ichthammol	Transactional	Expert
CS_39044		causes of prison violence	Direct Answer	General
CS_39045		what is arthroplasty surgery	Generic	Expert
CS_39046		painful swollen toe	Generic	Expert
CS_39047		muscle viral infection	Generic	Expert
CS_39048		colon specialist	Direct Answer	Expert
CS_39049		treatment of dvt	Guide	Expert
CS_39050		photos of keratosis	Resource	General
CS_39051		burning feeling on thigh	Generic	Expert
CS_39052		what do probiotics do for you	Direct Answer	Expert
CS_39053		what is crown disease	Generic	Expert
CS_39054		adenocarcinoma of the cervix	Generic	Expert
CS_39055		sarcoid disease	Generic	Expert
CS_39056		monistat 7 instructions	Guide	Expert
CS_39057		treatment of brain aneurysms	Guide	Expert
CS_39058		swollen painful feet	Generic	Expert
CS_39059		acinetobacter baumannii	Generic	Expert
CS_39060		franel optical supply	Generic	Expert
CS_39061		what is metastasis cancer	Generic	Expert
CS_39062		causes swollen thyroid	Direct Answer	Expert
CS_39063		rand eye institute	Navigational	General
CS_39064		incentive spirometer chart	Resource	General
CS_39065		tendonitis foot symptoms	Direct Answer	Expert
CS_39066		common short codes	Direct Answer	Expert
CS_39067		guava leaves benefits	Generic	Expert
CS_39068		what is sas 70	Generic	Expert
CS_39069		cost for root canal	Transactional	Expert
CS_39070		the budwig protocol	Generic	Expert
CS_39071		record label contact info	Direct Answer	General
CS_39072		causes of pinched nerve	Direct Answer	Expert
CS_39073		excessive burping	Generic	Expert
CS_39074		water soluble fiber foods	Generic	Expert
CS_39075		signs and symptoms of rsv	Direct Answer	Expert
CS_39076		diabetic protein in urine	Generic	Expert
CS_39077		chrome disease treatment	Direct Answer	Expert
CS_39078		healthcare in africa	Generic	General
CS_39079		signs of gum disease	Direct Answer	Expert
CS_39080		early signs liver disease	Direct Answer	Expert
CS_39081		statistics test questions	Generic	Expert
CS_39082		symptoms of femoral hernias	Direct Answer	Expert
CS_39083		beverly hills surgical center	Direct Answer	General
CS_39084		biopsy of lung nodule	Generic	Expert
CS_39085		images parkinson s disease	Resource	Expert
CS_39086		list of ground nuts	Generic	Expert
CS_39087		upper back pain and heart	Generic	Expert
CS_39088		dr rodriguez plastic surgeon	Generic	General
CS_39089		legs feel weak and shaky	Generic	Expert
CS_39090		1920 census records online	Generic	General
CS_39091		hiv window period	Direct Answer	Expert
CS_39092		reasons why to quit smoking	Direct Answer	General
CS_39093		after cervical fusion	Generic	Expert
CS_39094		what does adhd mean	Generic	Expert
CS_39095		high folate level	Generic	Expert
CS_39096		pain in my buttocks	Generic	Expert
CS_39097		bone density test for men	Generic	Expert
CS_39098		pain management protocol	Direct Answer	General
CS_39099		hepatitis c and liver cirrhosis	Generic	Expert
CS_39100		scabies mites look like	Generic	Expert
CS_39101		myelocytic leukemia	Generic	Expert
CS_39102		sigmoid colon cancer staging	Generic	Expert
CS_39103		groin lymph node swelling	Generic	Expert
CS_39104		inflammation in joints	Generic	Expert
CS_39105		leg weakness in the elderly	Generic	Expert
CS_39106		aleve or advil for toothache	Generic	Expert
CS_39107		severe osteoarthritis hip	Generic	Expert
CS_39108		pacemaker battery failure	Generic	Expert
CS_39109		sarcoidosis cough	Direct Answer	Expert
CS_39110		wheezing when breathing	Generic	Expert
CS_39111		cervical prolapse symptoms	Direct Answer	Expert
CS_39112		rash with itching	Generic	Expert
CS_39113		high calcium blood test	Generic	Expert
CS_39114		knee tendon pain treatment	Guide	Expert
CS_39115		cedar allergy symptoms	Direct Answer	Expert
CS_39116		human rights organisations	Generic	General
CS_39117		rash all over body	Generic	Expert
CS_39118		high ferritin	Direct Answer	Expert
CS_39119		cervical biopsy procedure	Guide	Expert
CS_39120		landline phone records	Generic	General
CS_39121		lupus doctor	Direct Answer	General
CS_39122		omni healthcare	Generic	General
CS_39123		left leg weakness	Generic	Expert
CS_39124		what can help a toothache	Direct Answer	General
CS_39125		gallstone in bile duct	Generic	Expert
CS_39126		high alt ast levels	Generic	Expert
CS_39127		vidatox side effects	Direct Answer	Expert
CS_39128		headache with eye pain	Generic	Expert
CS_39129		definition of long term care	Generic	General
CS_39130		ovary biopsy procedure	Guide	Expert
CS_39131		how do you get a std	Direct Answer	Expert
CS_39132		patient teaching tools	Generic	Expert
CS_39133		is hair loss a sign of cancer	Direct Answer	Expert
CS_39134		add checklist for adults	Resource	Expert
CS_39135		cantin ketogenic diet	Direct Answer	Expert
CS_39136		diseases in kenya	Generic	Expert
CS_39137		plantar warts images	Resource	General
CS_39138		omega 3 benefits for women	Direct Answer	Expert
CS_39139		child enema	Generic	Expert
CS_39140		lactic acidosis causes	Direct Answer	Expert
CS_39141		about parkinson's disease	Generic	Expert
CS_39142		what is a buckle fracture wrist	Generic	Expert
CS_39143		the signs of a stroke	Direct Answer	Expert
CS_39144		what is cpt 88305	Generic	Expert
CS_39145		supervision log template	Resource	General
CS_39146		does skin cancer look like	Generic	Expert
CS_39147		care after a stroke	Generic	Expert
CS_39148		blocked heart arteries	Generic	Expert
CS_39149		ear candling instructions	Guide	Expert
CS_39150		kidney atrophy treatment	Guide	Expert
CS_39151		osteoarthritis of thumb	Generic	Expert
CS_39152		pain in between shoulder blades	Generic	Expert
CS_39153		the causes of thrush	Direct Answer	Expert
CS_39154		medical certification classes	Generic	General
CS_39155		self diagnose	Direct Answer	General
CS_39156		oral yeast treatment	Guide	Expert
CS_39157		facts about brain injury	Generic	Expert
CS_39158		nodule on pituitary gland	Generic	Expert
CS_39159		information on autism	Generic	Expert
CS_39160		moths how to get rid of	Guide	General
